Year,Size,Gender,Education,Age,Service_Length,Monthly_Wage,Annual_Bonus,Employees,Total_Annual_Income,Wage_Ratio,Emp_Ratio
2004,Large (1000+),Male,12.0,62.0,0.0,220100,517100,770,3158300,0.8017007234420612,0.24600638977635783
2004,Large (1000+),Male,12.0,65.0,0.0,125000,189000,20,1689000,0.7422870704052035,0.07407407407407407
2004,Large (1000+),Male,14.0,22.0,0.0,194900,17500,1420,2356300,0.9836770476747099,0.18369987063389392
2004,Large (1000+),Male,14.0,27.0,0.0,209300,86600,430,2598200,0.8171468109196125,0.062409288824383166
2004,Large (1000+),Male,14.0,32.0,0.0,267200,83800,340,3290200,1.116078697421981,0.08970976253298153
2004,Large (1000+),Male,14.0,37.0,0.0,319500,62900,140,3896900,1.2550806789268576,0.14
2004,Large (1000+),Male,14.0,42.0,0.0,243000,80000,100,2996000,0.8905799470883743,0.11904761904761904
2004,Large (1000+),Male,14.0,47.0,0.0,218400,0,10,2620800,1.0202031998131496,0.030303030303030304
2004,Large (1000+),Male,14.0,52.0,0.0,219300,0,40,2631600,0.9197218047740537,0.0449438202247191
2004,Large (1000+),Male,14.0,57.0,0.0,354200,1254800,70,5505200,1.5522472226921558,0.11864406779661017
2004,Large (1000+),Male,14.0,62.0,0.0,350000,0,10,4200000,1.0882520599056849,0.09090909090909091
2004,Large (1000+),Male,16.0,22.0,0.0,218100,29900,9780,2647100,1.0147199754667076,0.22031989186753773
2004,Large (1000+),Male,16.0,27.0,0.0,237600,69100,5560,2920300,0.9321693054136875,0.24536628420123566
2004,Large (1000+),Male,16.0,32.0,0.0,301700,118600,2080,3739000,0.8538674096234214,0.20967741935483872
2004,Large (1000+),Male,16.0,37.0,0.0,370700,207400,880,4655800,0.921739819049316,0.15714285714285714
2004,Large (1000+),Male,16.0,42.0,0.0,544700,357900,460,6894300,1.1270536692223438,0.1464968152866242
2004,Large (1000+),Male,16.0,47.0,0.0,461000,640300,260,6172300,1.2195329170947602,0.12935323383084577
2004,Large (1000+),Male,16.0,52.0,0.0,764100,87800,280,9257000,1.8784496753246753,0.1346153846153846
2004,Large (1000+),Male,16.0,57.0,0.0,487000,126600,220,5970600,1.2645289732294138,0.09523809523809523
2004,Large (1000+),Male,16.0,62.0,0.0,316200,783500,250,4577900,1.0798207335770729,0.125
2004,Medium (100-999),Female,9.0,17.0,0.0,136900,0,60,1642800,0.9986626139817629,0.3
2004,Medium (100-999),Female,9.0,18.5,0.0,148900,90400,160,1877200,0.9914963291607246,0.36363636363636365
2004,Medium (100-999),Female,9.0,22.0,0.0,134500,1600,280,1615600,0.9908616988653787,0.6511627906976745
2004,Medium (100-999),Female,9.0,27.0,0.0,135200,13700,140,1636100,0.8552088233756729,0.2
2004,Medium (100-999),Female,9.0,32.0,0.0,154200,700,220,1851100,0.9030196594955852,0.3142857142857143
2004,Medium (100-999),Female,9.0,37.0,0.0,141800,10500,100,1712100,0.9549333482068157,0.2777777777777778
2004,Medium (100-999),Female,9.0,42.0,0.0,153300,66300,230,1905900,0.9055447332161353,0.4791666666666667
2004,Medium (100-999),Female,9.0,47.0,0.0,125100,1600,250,1502800,0.9216239421071998,0.4716981132075472
2004,Medium (100-999),Female,9.0,52.0,0.0,130100,10900,440,1572100,0.8906577531018073,0.5176470588235295
2004,Medium (100-999),Female,9.0,57.0,0.0,118800,3400,330,1429000,0.8303312027890761,0.336734693877551
2004,Medium (100-999),Female,9.0,62.0,0.0,114600,4900,170,1380100,0.7910695861515533,0.18888888888888888
2004,Medium (100-999),Female,9.0,65.0,0.0,121300,2700,300,1458300,0.9586510649487247,0.7317073170731707
2004,Medium (100-999),Female,12.0,18.5,0.0,156000,9300,9790,1881300,1.0207259508436872,0.37799227799227797
2004,Medium (100-999),Female,12.0,22.0,0.0,149500,21600,3160,1815600,0.898989898989899,0.1699838622915546
2004,Medium (100-999),Female,12.0,27.0,0.0,158700,27200,2460,1931600,0.9058338022885012,0.18510158013544017
2004,Medium (100-999),Female,12.0,32.0,0.0,146000,43600,2060,1795600,0.8312193315433756,0.2055888223552894
2004,Medium (100-999),Female,12.0,37.0,0.0,149000,15100,2410,1803100,0.8494370377349602,0.20598290598290597
2004,Medium (100-999),Female,12.0,42.0,0.0,144300,13400,2230,1745000,0.8384585815875456,0.20272727272727273
2004,Medium (100-999),Female,12.0,47.0,0.0,133600,16500,2620,1619700,0.817204843592331,0.29175946547884185
2004,Medium (100-999),Female,12.0,52.0,0.0,139800,96400,1750,1774000,0.8813155149287099,0.22905759162303665
2004,Medium (100-999),Female,12.0,57.0,0.0,142900,10500,570,1725300,0.8633838762948506,0.13163972286374134
2004,Medium (100-999),Female,12.0,62.0,0.0,129900,0,210,1558800,0.7489909667499519,0.09545454545454546
2004,Medium (100-999),Female,14.0,22.0,0.0,170900,26900,3500,2077700,0.8934422704794668,0.0782822634757325
2004,Medium (100-999),Female,14.0,27.0,0.0,174700,29200,1470,2125600,0.8468188518385722,0.06530430919591293
2004,Medium (100-999),Female,14.0,32.0,0.0,189300,36200,490,2307800,0.8736371895820715,0.03553299492385787
2004,Medium (100-999),Female,14.0,37.0,0.0,169400,26800,550,2059600,0.7657644259369423,0.078125
2004,Medium (100-999),Female,14.0,42.0,0.0,173600,6800,380,2090000,0.7843578773549501,0.06333333333333334
2004,Medium (100-999),Female,14.0,47.0,0.0,144100,6000,310,1735200,0.6314180706670063,0.06623931623931624
2004,Medium (100-999),Female,14.0,52.0,0.0,134100,9600,250,1618800,0.4827915299731584,0.056179775280898875
2004,Medium (100-999),Female,14.0,57.0,0.0,186500,0,20,2238000,0.6929436170542156,0.019230769230769232
2004,Medium (100-999),Female,14.0,62.0,0.0,143100,0,10,1717200,0.6111467008327995,0.012048192771084338
2004,Medium (100-999),Female,16.0,22.0,0.0,197400,19500,4190,2388300,0.9544800575493566,0.1104957805907173
2004,Medium (100-999),Female,16.0,27.0,0.0,201800,77000,2020,2498600,0.884742041712404,0.142353770260747
2004,Medium (100-999),Female,16.0,32.0,0.0,219700,38600,540,2675000,0.7393791978772216,0.06601466992665037
2004,Medium (100-999),Female,16.0,37.0,0.0,237300,390500,500,3238100,0.785184287099903,0.1282051282051282
2004,Medium (100-999),Female,16.0,42.0,0.0,276900,42100,120,3364900,0.9267144037455246,0.053811659192825115
2004,Medium (100-999),Female,16.0,47.0,0.0,241100,271700,70,3164900,0.7023434379299631,0.04929577464788732
2004,Medium (100-999),Female,16.0,52.0,0.0,166500,172200,10,2170200,0.5408193779904307,0.02
2004,Medium (100-999),Male,9.0,17.0,0.0,152500,13200,170,1843200,0.9947112790070156,0.68
2004,Medium (100-999),Male,9.0,18.5,0.0,147100,7100,150,1772300,0.9827003049625728,0.3191489361702128
2004,Medium (100-999),Male,9.0,22.0,0.0,162600,13400,700,1964600,0.9536430270375225,0.44025157232704404
2004,Medium (100-999),Male,9.0,27.0,0.0,181800,28400,230,2210000,0.8910212474297464,0.18253968253968253
2004,Medium (100-999),Male,9.0,32.0,0.0,199100,22700,520,2411900,0.9413027358232837,0.4094488188976378
2004,Medium (100-999),Male,9.0,37.0,0.0,227000,169500,280,2893500,0.8050694193261178,0.21052631578947367
2004,Medium (100-999),Male,9.0,42.0,0.0,223300,60400,310,2740000,1.0292626122234327,0.484375
2004,Medium (100-999),Male,9.0,47.0,0.0,217400,6300,90,2615100,0.9617520503107646,0.10588235294117647
2004,Medium (100-999),Male,9.0,52.0,0.0,199100,47600,560,2436800,1.0101981593566038,0.2
2004,Medium (100-999),Male,9.0,57.0,0.0,155300,8500,470,1872100,0.7191533497234174,0.12303664921465969
2004,Medium (100-999),Male,9.0,62.0,0.0,194600,220400,700,2555600,0.9781826532955676,0.24054982817869416
2004,Medium (100-999),Male,9.0,65.0,0.0,107200,0,50,1286400,0.6390779472403001,0.14705882352941177
2004,Medium (100-999),Male,12.0,18.5,0.0,165600,10900,20000,1998100,1.0024583584186233,0.6369426751592356
2004,Medium (100-999),Male,12.0,22.0,0.0,176100,27900,6530,2141100,0.9782519303696258,0.2804982817869416
2004,Medium (100-999),Male,12.0,27.0,0.0,195100,44400,8060,2385600,0.9542018319267229,0.3083397092578424
2004,Medium (100-999),Male,12.0,32.0,0.0,213500,49300,5540,2611300,0.9790049863157501,0.25743494423791824
2004,Medium (100-999),Male,12.0,37.0,0.0,230400,47000,3990,2811800,0.9687177013711844,0.21394101876675603
2004,Medium (100-999),Male,12.0,42.0,0.0,233800,36300,2480,2841900,0.9681144609095554,0.17079889807162535
2004,Medium (100-999),Male,12.0,47.0,0.0,238500,66000,1620,2928000,1.0448932981229033,0.16770186335403728
2004,Medium (100-999),Male,12.0,52.0,0.0,255300,125400,2520,3189000,1.0516075845012367,0.23639774859287055
2004,Medium (100-999),Male,12.0,57.0,0.0,262300,88700,2070,3236300,1.0336644415343832,0.1831858407079646
2004,Medium (100-999),Male,12.0,62.0,0.0,241300,211500,1670,3107100,1.0928948294055576,0.16469428007889547
2004,Medium (100-999),Male,12.0,65.0,0.0,276600,45500,70,3364700,1.1694762086823538,0.08333333333333333
2004,Medium (100-999),Male,14.0,22.0,0.0,182100,19600,3710,2204800,0.9992295490595966,0.15998275118585598
2004,Medium (100-999),Male,14.0,27.0,0.0,208100,57900,2160,2555100,0.920624054190387,0.17880794701986755
2004,Medium (100-999),Male,14.0,32.0,0.0,220100,36300,1670,2677500,0.9303982208631594,0.2352112676056338
2004,Medium (100-999),Male,14.0,37.0,0.0,256500,200300,600,3278300,0.879277974466259,0.15584415584415584
2004,Medium (100-999),Male,14.0,42.0,0.0,282100,62900,240,3448100,1.156537197289864,0.08602150537634409
2004,Medium (100-999),Male,14.0,47.0,0.0,339000,261500,90,4329500,1.1604438607306549,0.04128440366972477
2004,Medium (100-999),Male,14.0,52.0,0.0,353600,619600,120,4862800,1.6536198864216003,0.10714285714285714
2004,Medium (100-999),Male,14.0,57.0,0.0,288300,195000,200,3654600,0.7839629319776047,0.12987012987012986
2004,Medium (100-999),Male,14.0,62.0,0.0,240700,258500,100,3146900,1.0835313156354371,0.1388888888888889
2004,Medium (100-999),Male,14.0,65.0,0.0,238800,0,10,2865600,0.5741764847319067,0.05555555555555555
2004,Medium (100-999),Male,16.0,22.0,0.0,206900,14500,13320,2497300,0.9798713018912344,0.21301775147928995
2004,Medium (100-999),Male,16.0,27.0,0.0,222600,69200,7610,2740400,0.8994649949125283,0.20679347826086958
2004,Medium (100-999),Male,16.0,32.0,0.0,257000,152400,3720,3236400,0.7994466813230244,0.20887142055025268
2004,Medium (100-999),Male,16.0,37.0,0.0,294000,92800,1940,3620800,0.6959062079569479,0.18853255587949466
2004,Medium (100-999),Male,16.0,42.0,0.0,347200,109200,1380,4275600,0.77100351636462,0.18498659517426275
2004,Medium (100-999),Male,16.0,47.0,0.0,351400,201900,1700,4418700,0.7251140503462535,0.2643856920684292
2004,Medium (100-999),Male,16.0,52.0,0.0,460200,92400,990,5614800,1.01445400014454,0.17615658362989323
2004,Medium (100-999),Male,16.0,57.0,0.0,404800,282600,1040,5140200,0.9568859600134033,0.1582952815829528
2004,Medium (100-999),Male,16.0,62.0,0.0,323500,371300,350,4253300,1.0091344785043181,0.09915014164305949
2004,Medium (100-999),Male,16.0,65.0,0.0,238900,247100,30,3113900,0.3685437674572741,0.03125
2004,Small (10-99),Female,9.0,17.0,0.0,115500,4600,240,1390600,0.9233731739707836,0.5217391304347826
2004,Small (10-99),Female,9.0,18.5,0.0,144800,800,130,1738400,1.0322427409298736,0.65
2004,Small (10-99),Female,9.0,22.0,0.0,127000,8100,480,1532100,0.9406311394891945,0.5161290322580645
2004,Small (10-99),Female,9.0,27.0,0.0,117000,4200,780,1408200,0.8122512545423084,0.609375
2004,Small (10-99),Female,9.0,32.0,0.0,142200,24200,320,1730600,0.9746564541563415,0.7441860465116279
2004,Small (10-99),Female,9.0,37.0,0.0,133800,84800,80,1690400,1.0040389641244951,0.25806451612903225
2004,Small (10-99),Female,9.0,42.0,0.0,121900,4300,130,1467100,0.6489869946032026,0.43333333333333335
2004,Small (10-99),Female,9.0,47.0,0.0,124900,1700,280,1500500,0.8626537886627573,0.34146341463414637
2004,Small (10-99),Female,9.0,52.0,0.0,133000,16300,650,1612300,0.9542495265151515,0.37142857142857144
2004,Small (10-99),Female,9.0,57.0,0.0,148600,61400,460,1844600,1.0019554589896795,0.35658914728682173
2004,Small (10-99),Female,9.0,62.0,0.0,133500,91900,180,1693900,0.9276560788608982,0.36
2004,Small (10-99),Female,9.0,65.0,0.0,121600,44200,170,1503400,0.8815010260920552,0.4722222222222222
2004,Small (10-99),Female,12.0,18.5,0.0,148300,8500,6630,1788100,0.9991618238712562,0.32262773722627736
2004,Small (10-99),Female,12.0,22.0,0.0,143900,17800,4940,1744600,0.8874306933211252,0.18641509433962264
2004,Small (10-99),Female,12.0,27.0,0.0,153500,33200,3500,1875200,0.892782327175776,0.2277163305139883
2004,Small (10-99),Female,12.0,32.0,0.0,154100,14300,3640,1863500,0.8901786567306774,0.26725403817914833
2004,Small (10-99),Female,12.0,37.0,0.0,146800,19100,3920,1780700,0.9029460980680493,0.31061806656101426
2004,Small (10-99),Female,12.0,42.0,0.0,145500,13000,3280,1759000,0.8610308874638993,0.3000914913083257
2004,Small (10-99),Female,12.0,47.0,0.0,142000,19100,3150,1723100,0.8574769843244588,0.3383458646616541
2004,Small (10-99),Female,12.0,52.0,0.0,127100,13100,2140,1538300,0.833947739347284,0.2754182754182754
2004,Small (10-99),Female,12.0,57.0,0.0,145000,22300,970,1762300,0.8704005531683706,0.25064599483204136
2004,Small (10-99),Female,12.0,62.0,0.0,151900,50000,470,1872800,0.9036865469986489,0.24736842105263157
2004,Small (10-99),Female,12.0,65.0,0.0,135700,144500,70,1772900,1.0087050523441057,0.5
2004,Small (10-99),Female,14.0,22.0,0.0,163400,13400,3110,1974200,0.9375059359863235,0.0622124424884977
2004,Small (10-99),Female,14.0,27.0,0.0,168600,39900,1610,2063100,0.8484536930416187,0.08359293873312565
2004,Small (10-99),Female,14.0,32.0,0.0,190100,44000,1160,2325200,0.9166239602633343,0.12406417112299466
2004,Small (10-99),Female,14.0,37.0,0.0,178800,3600,700,2149200,0.8675224025187697,0.09859154929577464
2004,Small (10-99),Female,14.0,42.0,0.0,163200,22400,480,1980800,0.8057928565617118,0.07973421926910298
2004,Small (10-99),Female,14.0,47.0,0.0,177800,6000,370,2139600,0.9099260015310028,0.11077844311377245
2004,Small (10-99),Female,14.0,52.0,0.0,131900,29800,330,1612600,0.6338338180960617,0.12840466926070038
2004,Small (10-99),Female,14.0,57.0,0.0,147100,0,80,1765200,0.6385472435248155,0.049079754601226995
2004,Small (10-99),Female,16.0,22.0,0.0,190900,12600,1540,2303400,0.9851588896967624,0.07
2004,Small (10-99),Female,16.0,27.0,0.0,193800,14600,1200,2340200,0.8772679562153246,0.0900225056264066
2004,Small (10-99),Female,16.0,32.0,0.0,211800,64100,200,2605700,0.8629288647502981,0.03838771593090211
2004,Small (10-99),Female,16.0,37.0,0.0,200400,23800,100,2428600,0.7768536881837375,0.044642857142857144
2004,Small (10-99),Female,16.0,42.0,0.0,230700,203400,170,2971800,0.7357943994652009,0.07834101382488479
2004,Small (10-99),Female,16.0,47.0,0.0,148500,0,40,1782000,0.6820008419763481,0.035398230088495575
2004,Small (10-99),Female,16.0,52.0,0.0,211200,3800,50,2538200,0.7003669876659032,0.14705882352941177
2004,Small (10-99),Female,16.0,65.0,0.0,180000,610700,10,2770700,0.4924375722029681,0.25
2004,Small (10-99),Male,9.0,17.0,0.0,138100,2100,390,1659300,0.9676347095871238,0.1368421052631579
2004,Small (10-99),Male,9.0,18.5,0.0,144500,1500,240,1735500,0.8035466246874711,0.16216216216216217
2004,Small (10-99),Male,9.0,22.0,0.0,176400,17800,800,2134600,0.8406584751102709,0.21220159151193635
2004,Small (10-99),Male,9.0,27.0,0.0,188300,29600,460,2289200,0.8338615087604269,0.13569321533923304
2004,Small (10-99),Male,9.0,32.0,0.0,195300,11200,580,2354800,0.8701821809984849,0.1901639344262295
2004,Small (10-99),Male,9.0,37.0,0.0,227400,4900,410,2733700,0.9124803898661504,0.13015873015873017
2004,Small (10-99),Male,9.0,42.0,0.0,255200,15000,740,3077400,1.1265512318336568,0.3008130081300813
2004,Small (10-99),Male,9.0,47.0,0.0,232300,18000,440,2805600,1.0113185783288876,0.13414634146341464
2004,Small (10-99),Male,9.0,52.0,0.0,214800,16200,1410,2593800,0.918256806032499,0.16967509025270758
2004,Small (10-99),Male,9.0,57.0,0.0,229400,58300,1170,2811100,1.0726523447933758,0.19370860927152317
2004,Small (10-99),Male,9.0,62.0,0.0,197900,98800,1060,2473600,0.9682924919752603,0.21991701244813278
2004,Small (10-99),Male,9.0,65.0,0.0,219600,133400,220,2768600,0.9732142857142857,0.20952380952380953
2004,Small (10-99),Male,12.0,18.5,0.0,161600,6500,13420,1945700,0.9964662501280345,0.4722026741731175
2004,Small (10-99),Male,12.0,22.0,0.0,179400,23000,11460,2175800,0.9604060913705583,0.2839444995044599
2004,Small (10-99),Male,12.0,27.0,0.0,194100,24200,11770,2353400,0.9236988774629091,0.286653677545056
2004,Small (10-99),Male,12.0,32.0,0.0,213800,26900,11620,2592500,0.8639650748158763,0.27660080933111164
2004,Small (10-99),Male,12.0,37.0,0.0,236200,31900,7990,2866300,0.9125437758675581,0.28980776206021036
2004,Small (10-99),Male,12.0,42.0,0.0,241200,64100,6140,2958500,0.9728387754430963,0.308078273958856
2004,Small (10-99),Male,12.0,47.0,0.0,231200,17000,4280,2791400,0.9055049145229831,0.23210412147505424
2004,Small (10-99),Male,12.0,52.0,0.0,235100,40400,4830,2861600,0.9991968993330773,0.23221153846153847
2004,Small (10-99),Male,12.0,57.0,0.0,238500,18500,4640,2880500,0.896151572659677,0.22524271844660193
2004,Small (10-99),Male,12.0,62.0,0.0,210300,88300,2240,2611900,0.9562145341387516,0.1752738654147105
2004,Small (10-99),Male,12.0,65.0,0.0,185800,27800,550,2257400,1.0491727086819111,0.22633744855967078
2004,Small (10-99),Male,14.0,22.0,0.0,178100,18600,3090,2155800,0.9681591592940225,0.1489156626506024
2004,Small (10-99),Male,14.0,27.0,0.0,195800,31600,2290,2381200,0.8753768105286376,0.19406779661016949
2004,Small (10-99),Male,14.0,32.0,0.0,207700,57900,1880,2550300,0.8504968985526579,0.2647887323943662
2004,Small (10-99),Male,14.0,37.0,0.0,229200,39300,960,2789700,0.8403470193089737,0.16666666666666666
2004,Small (10-99),Male,14.0,42.0,0.0,266000,8600,1010,3200600,1.0067312531454453,0.3289902280130293
2004,Small (10-99),Male,14.0,47.0,0.0,282200,43300,290,3429700,1.1097197955089626,0.19205298013245034
2004,Small (10-99),Male,14.0,52.0,0.0,286800,30000,380,3471600,0.9424731912583141,0.2714285714285714
2004,Small (10-99),Male,14.0,57.0,0.0,266400,24300,160,3221100,0.9672972972972973,0.12903225806451613
2004,Small (10-99),Male,14.0,62.0,0.0,198800,46700,200,2432300,0.78339989693378,0.18867924528301888
2004,Small (10-99),Male,16.0,22.0,0.0,196500,19700,4210,2377700,0.969975115244972,0.14740896358543418
2004,Small (10-99),Male,16.0,27.0,0.0,220000,43700,4510,2683700,0.9343708655386115,0.18325883787078423
2004,Small (10-99),Male,16.0,32.0,0.0,246900,72800,3130,3035600,0.8330406147091108,0.14834123222748816
2004,Small (10-99),Male,16.0,37.0,0.0,260500,86800,2000,3212800,0.7292536771381878,0.20618556701030927
2004,Small (10-99),Male,16.0,42.0,0.0,325200,92300,1140,3994700,1.002408973426012,0.1623931623931624
2004,Small (10-99),Male,16.0,47.0,0.0,296000,73400,1590,3625400,0.8491591324307866,0.22943722943722944
2004,Small (10-99),Male,16.0,52.0,0.0,313500,42200,1080,3804200,0.948181750205628,0.1393548387096774
2004,Small (10-99),Male,16.0,57.0,0.0,400700,69000,850,4877400,0.9326347591640056,0.12073863636363637
2004,Small (10-99),Male,16.0,62.0,0.0,286000,45000,500,3477000,0.939628148308291,0.14084507042253522
2005,Large (1000+),Female,12.0,18.5,0.0,161100,10700,2510,1943900,1.0119735540631996,0.31335830212234705
2005,Large (1000+),Female,12.0,22.0,0.0,163000,1600,2160,1957600,1.035986452159187,0.1923419412288513
2005,Large (1000+),Female,12.0,27.0,0.0,171400,7700,1280,2064500,1.057308204445355,0.13867822318526543
2005,Large (1000+),Female,12.0,32.0,0.0,188400,37100,650,2297900,1.152291645772741,0.0718232044198895
2005,Large (1000+),Female,12.0,37.0,0.0,148300,60400,770,1840000,0.9240194847587003,0.08574610244988864
2005,Large (1000+),Female,12.0,42.0,0.0,157000,17400,930,1901400,0.6418011206372781,0.11397058823529412
2005,Large (1000+),Female,12.0,47.0,0.0,133200,42800,740,1641200,0.8518633862763417,0.1260647359454855
2005,Large (1000+),Female,12.0,52.0,0.0,145900,10600,1120,1761400,0.9273943031643237,0.26291079812206575
2005,Large (1000+),Female,12.0,57.0,0.0,152800,113800,630,1947400,0.9340943975441289,0.28
2005,Large (1000+),Female,12.0,62.0,0.0,156100,310500,240,2183700,0.9581413715940503,0.4528301886792453
2005,Large (1000+),Female,14.0,22.0,0.0,180300,114900,1020,2278500,0.9883746150175682,0.04659661946094107
2005,Large (1000+),Female,14.0,27.0,0.0,204800,37200,910,2494800,1.0344570220176639,0.07672849915682968
2005,Large (1000+),Female,14.0,32.0,0.0,212400,62900,210,2611700,0.9527926744737514,0.0297029702970297
2005,Large (1000+),Female,14.0,37.0,0.0,209100,0,300,2509200,1.0030781531081352,0.05366726296958855
2005,Large (1000+),Female,14.0,42.0,0.0,228000,247000,360,2983000,1.3072439633638635,0.13382899628252787
2005,Large (1000+),Female,14.0,47.0,0.0,232400,0,230,2788800,1.1851096379398267,0.15333333333333332
2005,Large (1000+),Female,14.0,57.0,0.0,144000,0,60,1728000,0.7988534972955481,0.08955223880597014
2005,Large (1000+),Male,12.0,18.5,0.0,168100,15000,12500,2032200,1.0039025836091489,0.6713211600429646
2005,Large (1000+),Male,12.0,22.0,0.0,193800,36600,6420,2362200,1.0376910911966262,0.4823441021788129
2005,Large (1000+),Male,12.0,27.0,0.0,214800,39300,7780,2616900,0.9837230283437336,0.5325119780971937
2005,Large (1000+),Male,12.0,32.0,0.0,217800,92900,4320,2706500,0.9812203168618352,0.39201451905626133
2005,Large (1000+),Male,12.0,37.0,0.0,230400,235300,4660,3000100,0.9353098890135927,0.5614457831325301
2005,Large (1000+),Male,12.0,42.0,0.0,246000,31900,2640,2983900,1.027195428414059,0.499054820415879
2005,Large (1000+),Male,12.0,47.0,0.0,212700,55400,1240,2607800,0.9914835373735837,0.38271604938271603
2005,Large (1000+),Male,12.0,52.0,0.0,196900,47200,1160,2410000,0.8423628102062216,0.23015873015873015
2005,Large (1000+),Male,12.0,57.0,0.0,191400,93600,820,2390400,0.6090967002165881,0.15384615384615385
2005,Large (1000+),Male,12.0,62.0,0.0,221900,450300,1530,3113100,1.0169541356330851,0.3154639175257732
2005,Large (1000+),Male,12.0,65.0,0.0,104900,0,20,1258800,0.6113350492933806,0.14285714285714285
2005,Large (1000+),Male,14.0,22.0,0.0,194500,37700,2110,2371700,1.0349537441089196,0.27509778357235987
2005,Large (1000+),Male,14.0,27.0,0.0,224000,85800,1000,2773800,1.0733689342930113,0.24752475247524752
2005,Large (1000+),Male,14.0,32.0,0.0,242900,187300,670,3102100,0.9920053723897541,0.32057416267942584
2005,Large (1000+),Male,14.0,37.0,0.0,283400,69300,660,3470100,1.0062927734601554,0.4370860927152318
2005,Large (1000+),Male,14.0,42.0,0.0,190900,3800,200,2294600,0.654702122803013,0.4444444444444444
2005,Large (1000+),Male,14.0,47.0,0.0,367300,540000,30,4947600,1.4213973799126638,0.08571428571428572
2005,Large (1000+),Male,14.0,52.0,0.0,200500,0,100,2406000,0.9771351987978719,0.9090909090909091
2005,Large (1000+),Male,14.0,57.0,0.0,112700,1400,120,1353800,0.37680917390336227,0.1643835616438356
2005,Medium (100-999),Female,12.0,18.5,0.0,155100,10800,8050,1872000,1.0044535064656328,0.3247277127874143
2005,Medium (100-999),Female,12.0,22.0,0.0,147100,18400,4600,1783600,0.9101857521943254,0.17358490566037735
2005,Medium (100-999),Female,12.0,27.0,0.0,151100,10600,3570,1823800,0.8521235340840069,0.1523037542662116
2005,Medium (100-999),Female,12.0,32.0,0.0,147000,20600,3410,1784600,0.8533856159143076,0.21219663970130678
2005,Medium (100-999),Female,12.0,37.0,0.0,139800,39500,2440,1717100,0.806150234741784,0.1697981906750174
2005,Medium (100-999),Female,12.0,42.0,0.0,149900,24200,2610,1823000,0.9040416563352344,0.2083000798084597
2005,Medium (100-999),Female,12.0,47.0,0.0,135900,14300,1830,1645100,0.8255218787635488,0.20378619153674832
2005,Medium (100-999),Female,12.0,52.0,0.0,140200,18000,2300,1700400,0.9328505595786701,0.2286282306163022
2005,Medium (100-999),Female,12.0,57.0,0.0,134100,27100,2090,1636300,0.9048830393186971,0.34891485809682804
2005,Medium (100-999),Female,12.0,62.0,0.0,124900,31100,280,1529900,0.7893813528713689,0.18181818181818182
2005,Medium (100-999),Female,12.0,65.0,0.0,125500,63500,100,1569500,0.825357593605385,0.20833333333333334
2005,Medium (100-999),Female,14.0,22.0,0.0,167800,42600,2010,2056200,0.9102257636122177,0.050312891113892366
2005,Medium (100-999),Female,14.0,27.0,0.0,174000,6800,1020,2094800,0.8371832787147311,0.0490148966842864
2005,Medium (100-999),Female,14.0,32.0,0.0,166500,53300,1120,2051300,0.7613197743467933,0.06670637284097677
2005,Medium (100-999),Female,14.0,37.0,0.0,168400,0,440,2020800,0.7440079525790656,0.05200945626477541
2005,Medium (100-999),Female,14.0,42.0,0.0,143800,16800,310,1742400,0.5921092873891324,0.04133333333333333
2005,Medium (100-999),Female,14.0,47.0,0.0,159000,25700,270,1933700,0.7872409721939503,0.045531197301854974
2005,Medium (100-999),Female,14.0,52.0,0.0,170600,0,120,2047200,0.8202580334962737,0.0410958904109589
2005,Medium (100-999),Female,14.0,57.0,0.0,225300,132500,20,2836100,0.9838004717635632,0.019801980198019802
2005,Medium (100-999),Male,12.0,18.5,0.0,168500,7600,18850,2029600,1.0096005571307765,0.610032362459547
2005,Medium (100-999),Male,12.0,22.0,0.0,176200,38200,9060,2152600,0.9984230055658627,0.297634691195795
2005,Medium (100-999),Male,12.0,27.0,0.0,203300,62400,7630,2502000,1.0052633693599582,0.2881419939577039
2005,Medium (100-999),Male,12.0,32.0,0.0,199200,31500,8520,2421900,0.8896521323880542,0.3405275779376499
2005,Medium (100-999),Male,12.0,37.0,0.0,219500,38900,4180,2672900,0.9563832832403034,0.2762723066754792
2005,Medium (100-999),Male,12.0,42.0,0.0,199100,80500,3440,2469700,0.8562859718466126,0.29783549783549784
2005,Medium (100-999),Male,12.0,47.0,0.0,228200,43600,1610,2782000,0.9943882474890088,0.19925742574257427
2005,Medium (100-999),Male,12.0,52.0,0.0,260000,92800,5110,3212800,1.0580951126333817,0.4205761316872428
2005,Medium (100-999),Male,12.0,57.0,0.0,248800,65600,3300,3051200,1.0441448223940866,0.2894736842105263
2005,Medium (100-999),Male,12.0,62.0,0.0,193600,193800,1090,2517000,1.0257559703317303,0.1
2005,Medium (100-999),Male,12.0,65.0,0.0,217700,9900,280,2622300,1.1589763988332007,0.24778761061946902
2005,Medium (100-999),Male,14.0,22.0,0.0,177300,26400,3380,2154000,0.9658759696874579,0.1396117306897976
2005,Medium (100-999),Male,14.0,27.0,0.0,204200,52500,2050,2502900,0.9974494879049934,0.18189884649511978
2005,Medium (100-999),Male,14.0,32.0,0.0,221500,41700,1850,2699700,0.8928169852503473,0.22506082725060828
2005,Medium (100-999),Male,14.0,37.0,0.0,247300,155100,470,3122700,0.9630829015544041,0.14285714285714285
